state,district,favored,confidence,redistricting_voter_power,anti_gerrymandering_party,abs_power
MA,MA-HD-2nd Plymouth,R,Safe,-2.58E-10,R,2.5769E-10
SC,SC-HD-116,D,Lean,2.23E-10,D,2.22569E-10
TN,TN-HD-96,D,Safe,2.17E-10,D,2.17125E-10
TN,TN-HD-56,D,Safe,2.03E-10,D,2.02893E-10
MA,MA-HD-22nd Middlesex,R,Safe,-1.77E-10,R,1.77303E-10
MA,MA-SD-Second Hampden & Hampshire,D,Lean,-1.77E-10,R,1.77234E-10
MA,"MA-SD-Norfolk, Bristol & Middlesex",D,Tilt,-1.64E-10,R,1.6356E-10
MA,MA-HD-9th Worcester,R,Safe,-1.16E-10,R,1.16267E-10
MA,MA-HD-14th Bristol,R,Safe,-1.15E-10,R,1.15395E-10
MA,MA-HD-1st Middlesex,R,Safe,-1.15E-10,R,1.1515E-10
MA,MA-HD-1st Hampden,R,Safe,-1.15E-10,R,1.15095E-10
TN,TN-HD-52,D,Safe,1.15E-10,D,1.14758E-10
MA,MA-HD-4th Bristol,R,Safe,-1.14E-10,R,1.13867E-10
MA,MA-HD-1st Worcester,R,Safe,-1.13E-10,R,1.1299E-10
MA,MA-HD-1st Bristol,R,Safe,-1.13E-10,R,1.12741E-10
MA,MA-HD-3rd Hampden,R,Safe,-1.12E-10,R,1.11931E-10
MA,MA-HD-18th Worcester,R,Safe,-1.12E-10,R,1.11872E-10
MA,MA-HD-7th Worcester,R,Safe,-1.11E-10,R,1.11484E-10
MA,MA-HD-8th Plymouth,R,Safe,-1.11E-10,R,1.11048E-10
MA,MA-HD-6th Worcester,R,Safe,-1.10E-10,R,1.09562E-10
MA,MA-HD-9th Essex,R,Safe,-1.08E-10,R,1.07845E-10
MA,MA-HD-20th Middlesex,R,Safe,-1.06E-10,R,1.06143E-10
TN,TN-SD-6,R,Safe,9.88E-11,D,9.88346E-11
TN,TN-SD-32,R,Safe,9.62E-11,D,9.62418E-11
TN,TN-HD-15,D,Safe,9.51E-11,D,9.51408E-11
TN,TN-HD-86,D,Safe,9.51E-11,D,9.51162E-11
TN,TN-SD-4,R,Safe,9.31E-11,D,9.30706E-11
TN,TN-SD-14,R,Safe,8.74E-11,D,8.74256E-11
NM,NM-HD-36,D,Safe,-8.63E-11,R,8.62572E-11
TN,TN-SD-18,R,Safe,8.58E-11,D,8.57676E-11
MA,MA-SD-Plymouth & Barnstable,D,Tilt,-8.54E-11,R,8.53686E-11
NM,NM-HD-32,D,Safe,-8.38E-11,R,8.37796E-11
SC,SC-HD-090,D,Safe,8.34E-11,D,8.33752E-11
SC,SC-HD-052,D,Likely,8.22E-11,D,8.22396E-11
TN,TN-SD-24,R,Safe,8.03E-11,D,8.03324E-11
AR,AR-HD-5,D,Likely,8.00E-11,D,7.99938E-11
TN,TN-SD-16,R,Safe,7.88E-11,D,7.88109E-11
TN,TN-SD-28,R,Safe,7.80E-11,D,7.80275E-11
TN,TN-SD-26,R,Safe,7.50E-11,D,7.50117E-11
NM,NM-HD-52,D,Safe,-7.44E-11,R,7.44471E-11
NM,NM-HD-21,D,Safe,-7.05E-11,R,7.05112E-11
NM,NM-HD-50,D,Safe,-6.89E-11,R,6.89267E-11
NM,NM-HD-34,D,Safe,-6.73E-11,R,6.73015E-11
NM,NM-HD-43,D,Safe,-6.68E-11,R,6.67659E-11
AR,AR-HD-85,D,Safe,6.65E-11,D,6.65318E-11
NM,NM-HD-30,D,Safe,-6.64E-11,R,6.63877E-11
NM,NM-HD-13,D,Safe,-6.61E-11,R,6.61089E-11
NM,NM-HD-10,D,Safe,-6.54E-11,R,6.53692E-11
NM,NM-HD-39,D,Safe,-6.50E-11,R,6.49642E-11
NM,NM-HD-65,D,Safe,-6.07E-11,R,6.06699E-11
NM,NM-HD-35,D,Safe,-5.96E-11,R,5.95712E-11
NM,NM-HD-45,D,Safe,-5.96E-11,R,5.9563E-11
NM,NM-HD-19,D,Safe,-5.76E-11,R,5.7633E-11
NM,NM-HD-37,D,Safe,-5.62E-11,R,5.62344E-11
NM,NM-HD-40,D,Safe,-5.59E-11,R,5.59044E-11
NM,NM-HD-69,D,Safe,-5.59E-11,R,5.58717E-11
NM,NM-HD-70,D,Safe,-5.53E-11,R,5.52991E-11
NM,NM-HD-33,D,Safe,-5.53E-11,R,5.52907E-11
NM,NM-HD-23,D,Safe,-5.50E-11,R,5.50475E-11
NM,NM-HD-24,D,Safe,-5.45E-11,R,5.4536E-11
NM,NM-HD-17,D,Safe,-5.45E-11,R,5.45116E-11
NM,NM-HD-11,D,Safe,-5.35E-11,R,5.35292E-11
NM,NM-HD-6,D,Safe,-5.32E-11,R,5.32186E-11
NM,NM-HD-16,D,Safe,-5.31E-11,R,5.31355E-11
NM,NM-HD-46,D,Safe,-5.31E-11,R,5.30875E-11
NM,NM-HD-42,D,Safe,-5.19E-11,R,5.19222E-11
NM,NM-HD-25,D,Safe,-5.16E-11,R,5.16406E-11
SC,SC-HD-122,D,Safe,5.04E-11,D,5.04467E-11
NM,NM-HD-47,D,Safe,-4.80E-11,R,4.80343E-11
NM,NM-HD-68,D,Likely,-4.67E-11,R,4.66802E-11
SC,SC-HD-080,D,Safe,4.64E-11,D,4.63806E-11
AR,AR-HD-72,D,Safe,4.36E-11,D,4.36402E-11
AR,AR-HD-34,D,Safe,4.36E-11,D,4.36177E-11
AR,AR-HD-86,D,Safe,4.12E-11,D,4.12222E-11
MA,MA-SD-Worcester & Middlesex,R,Lean,-3.69E-11,R,3.69319E-11
AR,AR-HD-55,D,Safe,3.54E-11,D,3.5356E-11
MA,MA-SD-Plymouth & Norfolk,R,Lean,-3.41E-11,R,3.4132E-11
SC,SC-HD-064,D,Safe,3.11E-11,D,3.11155E-11
SC,SC-HD-054,D,Safe,3.07E-11,D,3.07304E-11
SC,SC-HD-066,D,Safe,3.01E-11,D,3.00887E-11
AR,AR-HD-11,D,Safe,3.00E-11,D,3.00311E-11
SC,SC-HD-109,D,Safe,2.96E-11,D,2.96136E-11
SC,SC-HD-074,D,Safe,2.92E-11,D,2.9204E-11
SC,SC-HD-012,D,Safe,2.92E-11,D,2.91527E-11
SC,SC-HD-095,D,Safe,2.85E-11,D,2.85495E-11
AR,AR-HD-12,D,Safe,2.83E-11,D,2.82774E-11
SC,SC-HD-079,D,Safe,2.79E-11,D,2.78675E-11
SC,SC-HD-073,D,Safe,2.78E-11,D,2.78159E-11
SC,SC-HD-041,D,Safe,2.75E-11,D,2.75439E-11
SC,SC-HD-121,D,Safe,2.73E-11,D,2.72924E-11
SC,SC-HD-119,D,Safe,2.73E-11,D,2.72841E-11
SC,SC-HD-025,D,Safe,2.67E-11,D,2.67315E-11
TN,TN-SD-22,R,Safe,2.66E-11,D,2.6576E-11
SC,SC-HD-049,D,Safe,2.63E-11,D,2.63388E-11
SC,SC-HD-078,D,Safe,2.60E-11,D,2.60434E-11
SC,SC-HD-111,D,Safe,2.56E-11,D,2.55815E-11
NM,NM-HD-28,D,Likely,-2.47E-11,R,2.47069E-11
NM,NM-HD-53,D,Lean,-2.32E-11,R,2.31867E-11
SC,SC-HD-077,D,Safe,2.30E-11,D,2.29948E-11
NM,NM-HD-15,D,Likely,-1.94E-11,R,1.94153E-11
NM,NM-HD-29,D,Likely,-1.68E-11,R,1.68428E-11
NM,NM-HD-4,D,Lean,-1.62E-11,R,1.61665E-11
MA,MA-SD-Worcester & Norfolk,R,Safe,-9.82E-12,R,9.81619E-12
NM,NM-HD-27,D,Lean,-8.83E-12,R,8.8273E-12
NM,NM-HD-20,D,Tilt,-6.67E-12,R,6.67122E-12
TN,TN-SD-10,R,Lean,5.15E-12,D,5.14635E-12
NM,NM-HD-22,D,Tilt,-4.55E-12,R,4.54884E-12
MA,MA-SD-First Essex & Middlesex,R,Safe,-4.43E-12,R,4.43168E-12
TN,TN-SD-20,FALSE,Toss-Up,2.56E-12,D,2.55933E-12
NM,NM-HD-63,R,Lean,-2.36E-12,R,2.36464E-12
NM,NM-HD-57,R,Tilt,-2.06E-12,R,2.06437E-12
NM,NM-HD-7,R,Likely,-1.03E-12,R,1.03292E-12
NM,NM-HD-44,R,Likely,-4.37E-13,R,4.37171E-13
NM,NM-HD-38,R,Safe,-3.75E-13,R,3.74561E-13
NM,NM-HD-8,R,Safe,-2.94E-13,R,2.94188E-13
NM,NM-HD-31,R,Safe,-2.12E-13,R,2.1174E-13
NM,NM-HD-51,R,Safe,-1.72E-13,R,1.71807E-13
NM,NM-HD-56,R,Safe,-1.61E-13,R,1.61419E-13
NM,NM-HD-59,R,Safe,-1.45E-13,R,1.45016E-13
AR,AR-SD-1,R,Safe,0,N/A,0
AR,AR-SD-2,R,Safe,0,N/A,0
AR,AR-SD-12,D,Tilt,0,N/A,0
AR,AR-SD-13,R,Safe,0,N/A,0
AR,AR-SD-26,R,Safe,0,N/A,0
AR,AR-SD-27,R,Safe,0,N/A,0
AR,AR-SD-32,D,Safe,0,N/A,0
AR,AR-SD-34,R,Likely,0,N/A,0
IL,IL-SD-10,D,Safe,0,N/A,0
IL,IL-SD-19,D,Safe,0,N/A,0
IL,IL-SD-25,D,Lean,0,N/A,0
IL,IL-SD-31,D,Safe,0,N/A,0
IL,IL-SD-37,R,Safe,0,N/A,0
IL,IL-SD-40,D,Safe,0,N/A,0
IL,IL-SD-43,D,Safe,0,N/A,0
IL,IL-SD-46,D,Safe,0,N/A,0
IL,IL-SD-49,D,Lean,0,N/A,0
IN,IN-SD-5,R,Safe,0,N/A,0
IN,IN-SD-7,R,Safe,0,N/A,0
IN,IN-SD-9,R,Safe,0,N/A,0
IN,IN-SD-12,R,Safe,0,N/A,0
IN,IN-SD-16,R,Safe,0,N/A,0
IN,IN-SD-18,R,Safe,0,N/A,0
IN,IN-SD-20,R,Safe,0,N/A,0
IN,IN-SD-24,R,Safe,0,N/A,0
IN,IN-SD-28,R,Safe,0,N/A,0
IN,IN-SD-30,D,Lean,0,N/A,0
IN,IN-SD-32,R,Safe,0,N/A,0
IN,IN-SD-35,R,Safe,0,N/A,0
IN,IN-SD-36,R,Lean,0,N/A,0
IN,IN-SD-37,R,Safe,0,N/A,0
KY,KY-SD-7,FALSE,Toss-Up,0,N/A,0
KY,KY-SD-9,R,Safe,0,N/A,0
KY,KY-SD-11,R,Safe,0,N/A,0
KY,KY-SD-17,R,Safe,0,N/A,0
KY,KY-SD-21,R,Safe,0,N/A,0
KY,KY-SD-23,R,Likely,0,N/A,0
KY,KY-SD-29,FALSE,Toss-Up,0,N/A,0
KY,KY-SD-31,R,Likely,0,N/A,0
OK,OK-SD-3,R,Safe,0,N/A,0
OK,OK-SD-5,R,Safe,0,N/A,0
OK,OK-SD-7,R,Safe,0,N/A,0
OK,OK-SD-9,R,Likely,0,N/A,0
OK,OK-SD-15,R,Likely,0,N/A,0
OK,OK-SD-17,R,Safe,0,N/A,0
OK,OK-SD-21,R,Safe,0,N/A,0
OK,OK-SD-35,FALSE,Toss-Up,0,N/A,0
OK,OK-SD-37,R,Lean,0,N/A,0
OK,OK-SD-39,R,Tilt,0,N/A,0
OK,OK-SD-43,R,Safe,0,N/A,0
OK,OK-SD-45,R,Safe,0,N/A,0
OK,OK-SD-47,R,Likely,0,N/A,0
OK,OK-HD-3,R,Likely,0,N/A,0
OK,OK-HD-4,R,Tilt,0,N/A,0
OK,OK-HD-11,R,Safe,0,N/A,0
OK,OK-HD-23,R,Safe,0,N/A,0
OK,OK-HD-24,R,Lean,0,N/A,0
OK,OK-HD-26,R,Safe,0,N/A,0
OK,OK-HD-28,R,Safe,0,N/A,0
OK,OK-HD-29,R,Safe,0,N/A,0
OK,OK-HD-30,R,Safe,0,N/A,0
OK,OK-HD-34,D,Lean,0,N/A,0
OK,OK-HD-37,R,Safe,0,N/A,0
OK,OK-HD-43,R,Safe,0,N/A,0
OK,OK-HD-45,D,Likely,0,N/A,0
OK,OK-HD-46,D,Lean,0,N/A,0
OK,OK-HD-55,R,Safe,0,N/A,0
OK,OK-HD-56,R,Lean,0,N/A,0
OK,OK-HD-57,R,Safe,0,N/A,0
OK,OK-HD-62,FALSE,Toss-Up,0,N/A,0
OK,OK-HD-64,R,Tilt,0,N/A,0
OK,OK-HD-65,R,Safe,0,N/A,0
OK,OK-HD-66,R,Safe,0,N/A,0
OK,OK-HD-68,R,Safe,0,N/A,0
OK,OK-HD-70,R,Safe,0,N/A,0
OK,OK-HD-71,D,Likely,0,N/A,0
OK,OK-HD-72,D,Safe,0,N/A,0
OK,OK-HD-78,D,Safe,0,N/A,0
OK,OK-HD-79,D,Tilt,0,N/A,0
OK,OK-HD-81,R,Safe,0,N/A,0
OK,OK-HD-82,R,Safe,0,N/A,0
OK,OK-HD-83,D,Tilt,0,N/A,0
OK,OK-HD-85,D,Safe,0,N/A,0
OK,OK-HD-87,D,Safe,0,N/A,0
OK,OK-HD-88,D,Safe,0,N/A,0
OK,OK-HD-89,D,Safe,0,N/A,0
OK,OK-HD-90,R,Safe,0,N/A,0
OK,OK-HD-93,D,Safe,0,N/A,0
OK,OK-HD-94,D,Safe,0,N/A,0
OK,OK-HD-95,D,Tilt,0,N/A,0
OK,OK-HD-96,R,Safe,0,N/A,0
OK,OK-HD-97,D,Safe,0,N/A,0
OK,OK-HD-100,R,Likely,0,N/A,0
OK,OK-HD-101,R,Safe,0,N/A,0
OR,OR-SD-1,R,Safe,0,N/A,0
OR,OR-SD-2,R,Safe,0,N/A,0
OR,OR-SD-5,FALSE,Toss-Up,0,N/A,0
OR,OR-SD-9,R,Safe,0,N/A,0
OR,OR-SD-10,FALSE,Toss-Up,0,N/A,0
OR,OR-SD-12,R,Safe,0,N/A,0
OR,OR-SD-14,D,Safe,0,N/A,0
OR,OR-SD-25,D,Safe,0,N/A,0
OR,OR-SD-27,R,Lean,0,N/A,0
OR,OR-SD-28,R,Safe,0,N/A,0
OR,OR-SD-29,R,Safe,0,N/A,0
OR,OR-SD-30,R,Safe,0,N/A,0
UT,UT-SD-1,D,Safe,0,N/A,0
UT,UT-SD-6,R,Safe,0,N/A,0
UT,UT-SD-7,R,Safe,0,N/A,0
UT,UT-SD-8,D,Likely,0,N/A,0
UT,UT-SD-10,R,Safe,0,N/A,0
UT,UT-SD-13,R,Safe,0,N/A,0
UT,UT-SD-19,R,Safe,0,N/A,0
UT,UT-SD-24,R,Safe,0,N/A,0
UT,UT-SD-25,R,Safe,0,N/A,0
UT,UT-SD-29,R,Safe,0,N/A,0
